Capacity (MW),,,"Count ""off"" Init (h)",,,"Count ""on"" Init (h)",,,No Load Cost ($),,,,,,Ramp Up Limit (MW/h),,,,,,Ramp Down Limit (MW/h),,,,,,Min. Down Time (h),,,,,,Min. Up Time (h),,,,,,Min. Output (MW),,,,,,Output at t=0 (MW),,,Cost ($/MW):,,,,,,,,Output Block (MW):,,,,,Start-up Cost ($):,,,,,,,,Start-up Blocks (h):,,,,,,,,,,,,,,,,,Start-up Cost($),
,column1,,,column1,,,column1,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,tr1,tr2,tr3,tr4,,,column1,,,,,tr1,tr2,tr3,tr4,,,b1,b2,b3,,,,,tr1,tr2,tr3,tr4,,,j1,j2,j3,j4,j5,j6,j7,j8,,,,,,,StartUp,,,Column1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i44,.,b3,18.3252,24.627,18.3252,18.3252,,,,,,,i17,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,b1,17.3025,24.277,17.3025,17.3025,,,,,,,i17,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,b2,17.8177,24.505,17.8177,17.8177,,,,,,,i17,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i45,.,b3,18.3352,24.734,18.3352,18.3352,,,,,,,i17,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,b1,17.3125,24.385385,17.3125,17.3125,,,,,,,i17,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,b2,17.8277,24.616,17.8277,17.8277,,,,,,,i18,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i46,.,b3,18.3452,24.848,18.3452,18.3452,,,,,,,i18,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,b1,29.553,26.522,29.553,29.553,,,,,,,i18,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,b2,30.22,26.689,30.22,30.22,,,,,,,i18,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i47,.,b3,30.956,26.856,30.956,30.956,,,,,,,i18,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,b1,29.563,26.664,29.563,29.563,,,,,,,i18,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,b2,30.23,26.838,30.23,30.23,,,,,,,i18,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i48,.,b3,30.966,27.013,30.966,30.966,,,,,,,i18,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,b1,29.573,26.808,29.573,29.573,,,,,,,i19,.,j1,20,34,20,20,,,,,,,,,,,,,,,20,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,b2,30.24,26.993,30.24,30.24,,,,,,,i19,.,j2,22.85714286,38.85714286,22.85714286,22.85714286,,,,,,,,,,,,,,,22.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i49,.,b3,30.976,27.177,30.976,30.976,,,,,,,i19,.,j3,25.71428571,43.71428571,25.71428571,25.71428571,,,,,,,,,,,,,,,25.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,b1,29.583,26.944,29.583,29.583,,,,,,,i19,.,j4,28.57142857,48.57142857,28.57142857,28.57142857,,,,,,,,,,,,,,,28.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,b2,30.25,27.131,30.25,30.25,,,,,,,i19,.,j5,31.42857143,53.42857143,31.42857143,31.42857143,,,,,,,,,,,,,,,31.42857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i50,.,b3,30.986,27.139,30.986,30.986,,,,,,,i19,.,j6,34.28571429,58.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,1,34.28571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,b1,29.565,27.078,29.565,29.565,,,,,,,i19,.,j7,37.14285714,63.14285714,37.14285714,37.14285714,,,,,,,,,,,,,,,37.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,b2,30.235,27.266,30.235,30.235,,,,,,,i19,.,j8,40,68,40,40,,,,,,,,,,,,,,,40,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i51,.,b3,30.965,27.454,30.965,30.965,,,,,,,i20,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,b1,23.9096,11.692,23.9096,23.9096,,,,,,,i20,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,b2,24.6249,12.013,24.6249,24.6249,,,,,,,i20,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i52,.,b3,25.3402,12.333,25.3402,25.3402,,,,,,,i20,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,b1,23.9196,11.729,23.9196,23.9196,,,,,,,i20,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,b2,24.6349,12.056,24.6349,24.6349,,,,,,,i20,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i53,.,b3,25.3502,12.383,25.3502,25.3502,,,,,,,i20,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,b1,7.060789,8.3163,7.060789,7.060789,,,,,,,i20,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,b2,7.329889,8.716,7.329889,7.329889,,,,,,,i21,.,j1,562,524.15,562,562,,,,,,,,,,,,,,,562,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i54,.,b3,7.598989,9.1156,7.598989,7.598989,,,,,,,i21,.,j2,775.7142857,599.0285714,775.7142857,775.7142857,,,,,,,,,,,,,,,775.7142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,b1,7.070789,8.3307,7.070789,7.070789,,,,,,,i21,.,j3,989.4285714,673.9071429,989.4285714,989.4285714,,,,,,,,,,,,,,,989.4285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,b2,7.339889,8.7324,7.339889,7.339889,,,,,,,i21,.,j4,1203.142857,748.7857143,1203.142857,1203.142857,,,,,,,,,,,,,,,1203.142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i55,.,b3,7.608989,9.1341,7.608989,7.608989,,,,,,,i21,.,j5,1416.857143,823.6642857,1416.857143,1416.857143,,,,,,,,,,,,,,,1416.857143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,b1,28.413,23.4,28.413,28.413,,,,,,,i21,.,j6,1630.571429,898.5428571,1630.571429,1630.571429,,,,,,,,,,,,,,,1630.571429,1,1630.571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,b2,29.356,23.5,29.356,29.356,,,,,,,i21,.,j7,1844.285714,973.4214286,1844.285714,1844.285714,,,,,,,,,,,,,,,1844.285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i56,.,b3,30.598,23.6,30.598,30.598,,,,,,,i21,.,j8,2058,1048.3,2058,2058,,,,,,,,,,,,,,,2058,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,b1,28.423,24.1,28.423,28.423,,,,,,,i22,.,j1,35000,20000,35000,35000,,,,,,,,,,,,,,,35000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,b2,29.366,24.2,29.366,29.366,,,,,,,i22,.,j2,35714.28571,22857.14286,35714.28571,35714.28571,,,,,,,,,,,,,,,35714.28571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i57,.,b3,30.608,24.4,30.608,30.608,,,,,,,i22,.,j3,36428.57143,25714.28571,36428.57143,36428.57143,,,,,,,,,,,,,,,36428.57143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i58,.,b1,28.403,25.6,28.403,28.403,,,,,,,i22,.,j4,37142.85714,28571.42857,37142.85714,37142.85714,,,,,,,,,,,,,,,37142.85714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i58,.,b2,29.346,25.7,29.346,29.346,,,,,,,i22,.,j5,37857.14286,31428.57143,37857.14286,37857.14286,,,,,,,,,,,,,,,37857.14286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i58,.,b3,30.588,25.8,30.588,30.588,,,,,,,i22,.,j6,38571.42857,34285.71429,38571.42857,38571.42857,,,,,,,,,,,,,,,38571.42857,1,38571.42857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i59,.,b1,28.433,26.1,28.433,28.433,,,,,,,i22,.,j7,39285.71429,37142.85714,39285.71429,39285.71429,,,,,,,,,,,,,,,39285.71429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i59,.,b2,29.376,26.3,29.376,29.376,,,,,,,i22,.,j8,40000,40000,40000,40000,,,,,,,,,,,,,,,40000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i59,.,b3,30.618,26.6,30.618,30.618,,,,,,,i23,.,j1,35000,20000,35000,35000,,,,,,,,,,,,,,,35000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i60,.,b1,28.393,25.1,28.393,28.393,,,,,,,i23,.,j2,35714.28571,22857.14286,35714.28571,35714.28571,,,,,,,,,,,,,,,35714.28571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i60,.,b2,29.336,25.2,29.336,29.336,,,,,,,i23,.,j3,36428.57143,25714.28571,36428.57143,36428.57143,,,,,,,,,,,,,,,36428.57143,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i60,.,b3,30.578,25.4,30.578,30.578,,,,,,,i23,.,j4,37142.85714,28571.42857,37142.85714,37142.85714,,,,,,,,,,,,,,,37142.85714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i61,.,b1,28.4135,23,28.4135,28.4135,,,,,,,i23,.,j5,37857.14286,31428.57143,37857.14286,37857.14286,,,,,,,,,,,,,,,37857.14286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i61,.,b2,29.3565,23.3,29.3565,29.3565,,,,,,,i23,.,j6,38571.42857,34285.71429,38571.42857,38571.42857,,,,,,,,,,,,,,,38571.42857,1,38571.42857,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i61,.,b3,30.5985,23.6,30.5985,30.5985,,,,,,,i23,.,j7,39285.71429,37142.85714,39285.71429,39285.71429,,,,,,,,,,,,,,,39285.71429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i62,.,b1,23.8996,11.763,23.8996,23.8996,,,,,,,i23,.,j8,40000,40000,40000,40000,,,,,,,,,,,,,,,40000,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i62,.,b2,24.6149,12.096,24.6149,24.6149,,,,,,,i24,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i62,.,b3,25.3302,12.429,25.3302,25.3302,,,,,,,i24,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i63,.,b1,23.9296,11.793,23.9296,23.9296,,,,,,,i24,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i63,.,b2,24.6449,12.13,24.6449,24.6449,,,,,,,i24,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i63,.,b3,25.3602,12.467,25.3602,25.3602,,,,,,,i24,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i64,.,b1,26.3131,11.739,26.3131,26.3131,,,,,,,i24,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i64,.,b2,26.8076,11.96,26.8076,26.8076,,,,,,,i24,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i64,.,b3,27.2998,12.181,27.2998,27.2998,,,,,,,i24,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i65,.,b1,29.167,39.974,29.167,29.167,,,,,,,i25,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i65,.,b2,29.443,40.109,29.443,29.443,,,,,,,i25,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i65,.,b3,29.903,40.245,29.903,29.903,,,,,,,i25,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i66,.,b1,29.157,40.102,29.157,29.157,,,,,,,i25,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i66,.,b2,29.433,40.245,29.433,29.433,,,,,,,i25,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i66,.,b3,29.893,40.387,29.893,29.893,,,,,,,i25,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i67,.,b1,18.623,14.597,18.623,18.623,,,,,,,i25,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i67,.,b2,19.428,14.973,19.428,19.428,,,,,,,i25,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i67,.,b3,20.302,15.35,20.302,20.302,,,,,,,i26,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i68,.,b1,18.633,14.636,18.633,18.633,,,,,,,i26,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i68,.,b2,19.438,15.02,19.438,19.438,,,,,,,i26,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i68,.,b3,20.312,15.405,20.312,20.312,,,,,,,i26,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i69,.,b1,29.147,40.236,29.147,29.147,,,,,,,i26,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i69,.,b2,29.423,40.389,29.423,29.423,,,,,,,i26,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i69,.,b3,29.883,40.543,29.883,29.883,,,,,,,i26,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i70,.,b1,29.137,40.366,29.137,29.137,,,,,,,i26,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i70,.,b2,29.413,40.528,29.413,29.413,,,,,,,i27,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i70,.,b3,29.873,40.69,29.873,29.873,,,,,,,i27,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i71,.,b1,18.613,14.673,18.613,18.613,,,,,,,i27,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i71,.,b2,19.418,15.064,19.418,19.418,,,,,,,i27,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i71,.,b3,20.292,15.455,20.292,20.292,,,,,,,i27,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i72,.,b1,18.603,14.712,18.603,18.603,,,,,,,i27,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i72,.,b2,19.408,15.112,19.408,19.408,,,,,,,i27,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i72,.,b3,20.282,15.513,20.282,20.282,,,,,,,i27,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i73,.,b1,17.7904,19.575,17.7904,17.7904,,,,,,,i28,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i73,.,b2,18.4804,19.905,18.4804,18.4804,,,,,,,i28,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i73,.,b3,19.1658,20.236,19.1658,19.1658,,,,,,,i28,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i74,.,b1,17.8004,19.673,17.8004,17.8004,,,,,,,i28,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i74,.,b2,18.4904,19.997,18.4904,18.4904,,,,,,,i28,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i74,.,b3,19.1758,20.321,19.1758,19.1758,,,,,,,i28,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i75,.,b1,17.7804,19.767,17.7804,17.7804,,,,,,,i28,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i75,.,b2,18.4704,20.084,18.4704,18.4704,,,,,,,i28,.,j8,60,60,60,60,,,,,,,,,,,,,,,60,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i75,.,b3,19.1558,20.401,19.1558,19.1558,,,,,,,i29,.,j1,30,30,30,30,,,,,,,,,,,,,,,30,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i76,.,b1,17.3925,24.876,17.3925,17.3925,,,,,,,i29,.,j2,34.28571429,34.28571429,34.28571429,34.28571429,,,,,,,,,,,,,,,34.28571429,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i76,.,b2,17.9077,25.11,17.9077,17.9077,,,,,,,i29,.,j3,38.57142857,38.57142857,38.57142857,38.57142857,,,,,,,,,,,,,,,38.57142857,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i76,.,b3,18.4252,25.345,18.4252,18.4252,,,,,,,i29,.,j4,42.85714286,42.85714286,42.85714286,42.85714286,,,,,,,,,,,,,,,42.85714286,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i77,.,b1,17.4025,24.984,17.4025,17.4025,,,,,,,i29,.,j5,47.14285714,47.14285714,47.14285714,47.14285714,,,,,,,,,,,,,,,47.14285714,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i77,.,b2,17.9177,25.219,17.9177,17.9177,,,,,,,i29,.,j6,51.42857143,51.42857143,51.42857143,51.42857143,,,,,,,,,,,,,,,51.42857143,1,51.42857143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i77,.,b3,18.4352,25.454,18.4352,18.4352,,,,,,,i29,.,j7,55.71428571,55.71428571,55.71428571,55.71428571,,,,,,,,,,,,,,,55.71428571,0,0,,,
